"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"485","15",45500000,45600000,"train","X0","brain","99.",1,"15",43300000,43400000,"train","X0","brain","99.",2,"15",4.3e+07,43100000,"train","X0","brain","99.",3,"15",4.6e+07,46100000,"train","X0","brain","99.",4,"15",41600000,41700000,"train","X0","brain","99.",5,"15",47500000,47600000,"train","X0","brain","99.",6,"15",44300000,44400000,"train","X0","brain","99.",7,"15",44700000,44800000,"train","X0","brain","99.",8,"15",45100000,45200000,"train","X0","brain","99.",9,"15",5.1e+07,51100000,"train","X0","brain","99.",10,"15",44500000,44600000,"train","X0","brain","99.",11,"15",45100000,45200000,"train","X0","brain","99.",12,"15",44500000,44600000,"train","X0","brain","99.",13,"15",44200000,44300000,"train","X0","brain","99.",14,"15",4.1e+07,41100000,"train","X0","brain","99.",15,"15",42900000,4.3e+07,"train","X0","brain","99.",16,"15",4.6e+07,46100000,"train","X0","brain","99.",17,"15",4.6e+07,46100000,"train","X0","brain","99.",18,"15",45500000,45600000,"train","X0","brain","99.",19,"15",44700000,44800000,"train","X0","brain","99.",20,"15",45100000,45200000,"train","X0","brain","99.",21,"15",47500000,47600000,"train","X0","brain","99.",22,"15",4.3e+07,43100000,"train","X0","brain","99.",23,"15",42900000,4.3e+07,"train","X0","brain","99.",24,"15",49800000,49900000,"train","X0","brain","99.",25,"15",41600000,41700000,"train","X0","brain","99.",26,"15",45500000,45600000,"train","X0","brain","99.",27,"15",44200000,44300000,"train","X0","brain","99.",28,"15",41400000,41500000,"train","X0","brain","99.",29,"15",45400000,45500000,"train","X0","brain","99.",30
"486","15",45600000,45700000,"train","X0","brain","99.",1,"15",44200000,44300000,"train","X0","brain","99.",2,"15",43200000,43300000,"train","X0","brain","99.",3,"15",46200000,46300000,"train","X0","brain","99.",4,"15",4.3e+07,43100000,"train","X0","brain","99.",5,"15",47600000,47700000,"train","X0","brain","99.",6,"15",44700000,44800000,"train","X0","brain","99.",7,"15",45100000,45200000,"train","X0","brain","99.",8,"15",45200000,45300000,"train","X0","brain","99.",9,"15",51300000,51400000,"train","X0","brain","99.",10,"15",44700000,44800000,"train","X0","brain","99.",11,"15",45200000,45300000,"train","X0","brain","99.",12,"15",45100000,45200000,"train","X0","brain","99.",13,"15",44300000,44400000,"train","X0","brain","99.",14,"15",41300000,41400000,"train","X0","brain","99.",15,"15",43200000,43300000,"train","X0","brain","99.",16,"15",46900000,4.7e+07,"train","X0","brain","99.",17,"15",46200000,46300000,"train","X0","brain","99.",18,"15",45600000,45700000,"train","X0","brain","99.",19,"15",45500000,45600000,"train","X0","brain","99.",20,"15",45600000,45700000,"train","X0","brain","99.",21,"15",47600000,47700000,"train","X0","brain","99.",22,"15",43200000,43300000,"train","X0","brain","99.",23,"15",43300000,43400000,"train","X0","brain","99.",24,"15",50100000,50200000,"train","X0","brain","99.",25,"15",42900000,4.3e+07,"train","X0","brain","99.",26,"15",45600000,45700000,"train","X0","brain","99.",27,"15",44500000,44600000,"train","X0","brain","99.",28,"15",42900000,4.3e+07,"train","X0","brain","99.",29,"15",45900000,4.6e+07,"train","X0","brain","99.",30
"487","15",45900000,4.6e+07,"train","X0","brain","99.",1,"15",44300000,44400000,"train","X0","brain","99.",2,"15",43300000,43400000,"train","X0","brain","99.",3,"15",46900000,4.7e+07,"train","X0","brain","99.",4,"15",43300000,43400000,"train","X0","brain","99.",5,"15",47800000,47900000,"train","X0","brain","99.",6,"15",45100000,45200000,"train","X0","brain","99.",7,"15",45400000,45500000,"train","X0","brain","99.",8,"15",45400000,45500000,"train","X0","brain","99.",9,"15",51700000,51800000,"train","X0","brain","99.",10,"15",45100000,45200000,"train","X0","brain","99.",11,"15",45500000,45600000,"train","X0","brain","99.",12,"15",45500000,45600000,"train","X0","brain","99.",13,"15",44500000,44600000,"train","X0","brain","99.",14,"15",41400000,41500000,"train","X0","brain","99.",15,"15",44300000,44400000,"train","X0","brain","99.",16,"15",47200000,47300000,"train","X0","brain","99.",17,"15",47200000,47300000,"train","X0","brain","99.",18,"15",46900000,4.7e+07,"train","X0","brain","99.",19,"15",45600000,45700000,"train","X0","brain","99.",20,"15",45900000,4.6e+07,"train","X0","brain","99.",21,"15",47700000,47800000,"train","X0","brain","99.",22,"15",43300000,43400000,"train","X0","brain","99.",23,"15",44200000,44300000,"train","X0","brain","99.",24,"15",50700000,50800000,"train","X0","brain","99.",25,"15",4.3e+07,43100000,"train","X0","brain","99.",26,"15",45900000,4.6e+07,"train","X0","brain","99.",27,"15",44700000,44800000,"train","X0","brain","99.",28,"15",4.3e+07,43100000,"train","X0","brain","99.",29,"15",46200000,46300000,"train","X0","brain","99.",30
"488","15",4.6e+07,46100000,"train","X0","brain","99.",1,"15",44500000,44600000,"train","X0","brain","99.",2,"15",44200000,44300000,"train","X0","brain","99.",3,"15",47200000,47300000,"train","X0","brain","99.",4,"15",44200000,44300000,"train","X0","brain","99.",5,"15",48200000,48300000,"train","X0","brain","99.",6,"15",45400000,45500000,"train","X0","brain","99.",7,"15",45500000,45600000,"train","X0","brain","99.",8,"15",45500000,45600000,"train","X0","brain","99.",9,"15",52300000,52400000,"train","X0","brain","99.",10,"15",45200000,45300000,"train","X0","brain","99.",11,"15",45600000,45700000,"train","X0","brain","99.",12,"15",45900000,4.6e+07,"train","X0","brain","99.",13,"15",44700000,44800000,"train","X0","brain","99.",14,"15",41600000,41700000,"train","X0","brain","99.",15,"15",44500000,44600000,"train","X0","brain","99.",16,"15",47600000,47700000,"train","X0","brain","99.",17,"15",47500000,47600000,"train","X0","brain","99.",18,"15",47200000,47300000,"train","X0","brain","99.",19,"15",45900000,4.6e+07,"train","X0","brain","99.",20,"15",4.6e+07,46100000,"train","X0","brain","99.",21,"15",48200000,48300000,"train","X0","brain","99.",22,"15",44200000,44300000,"train","X0","brain","99.",23,"15",44300000,44400000,"train","X0","brain","99.",24,"15",50800000,50900000,"train","X0","brain","99.",25,"15",43200000,43300000,"train","X0","brain","99.",26,"15",4.6e+07,46100000,"train","X0","brain","99.",27,"15",45100000,45200000,"train","X0","brain","99.",28,"15",43200000,43300000,"train","X0","brain","99.",29,"15",46900000,4.7e+07,"train","X0","brain","99.",30
"489","15",46200000,46300000,"train","X0","brain","99.",1,"15",45400000,45500000,"train","X0","brain","99.",2,"15",44500000,44600000,"train","X0","brain","99.",3,"15",47500000,47600000,"train","X0","brain","99.",4,"15",44500000,44600000,"train","X0","brain","99.",5,"15",49600000,49700000,"train","X0","brain","99.",6,"15",45500000,45600000,"train","X0","brain","99.",7,"15",45600000,45700000,"train","X0","brain","99.",8,"15",45600000,45700000,"train","X0","brain","99.",9,"15",52400000,52500000,"train","X0","brain","99.",10,"15",45600000,45700000,"train","X0","brain","99.",11,"15",45900000,4.6e+07,"train","X0","brain","99.",12,"15",4.6e+07,46100000,"train","X0","brain","99.",13,"15",45200000,45300000,"train","X0","brain","99.",14,"15",42900000,4.3e+07,"train","X0","brain","99.",15,"15",44700000,44800000,"train","X0","brain","99.",16,"15",47700000,47800000,"train","X0","brain","99.",17,"15",47600000,47700000,"train","X0","brain","99.",18,"15",47600000,47700000,"train","X0","brain","99.",19,"15",4.6e+07,46100000,"train","X0","brain","99.",20,"15",46200000,46300000,"train","X0","brain","99.",21,"15",48500000,48600000,"train","X0","brain","99.",22,"15",44300000,44400000,"train","X0","brain","99.",23,"15",44500000,44600000,"train","X0","brain","99.",24,"15",50900000,5.1e+07,"train","X0","brain","99.",25,"15",43300000,43400000,"train","X0","brain","99.",26,"15",46900000,4.7e+07,"train","X0","brain","99.",27,"15",45200000,45300000,"train","X0","brain","99.",28,"15",43300000,43400000,"train","X0","brain","99.",29,"15",47200000,47300000,"train","X0","brain","99.",30
"490","15",46900000,4.7e+07,"train","X0","brain","99.",1,"15",45900000,4.6e+07,"train","X0","brain","99.",2,"15",45200000,45300000,"train","X0","brain","99.",3,"15",47600000,47700000,"train","X0","brain","99.",4,"15",45100000,45200000,"train","X0","brain","99.",5,"15",50100000,50200000,"train","X0","brain","99.",6,"15",45900000,4.6e+07,"train","X0","brain","99.",7,"15",4.6e+07,46100000,"train","X0","brain","99.",8,"15",45900000,4.6e+07,"train","X0","brain","99.",9,"15",52800000,52900000,"train","X0","brain","99.",10,"15",45900000,4.6e+07,"train","X0","brain","99.",11,"15",4.6e+07,46100000,"train","X0","brain","99.",12,"15",46900000,4.7e+07,"train","X0","brain","99.",13,"15",45500000,45600000,"train","X0","brain","99.",14,"15",4.3e+07,43100000,"train","X0","brain","99.",15,"15",45100000,45200000,"train","X0","brain","99.",16,"15",47800000,47900000,"train","X0","brain","99.",17,"15",48200000,48300000,"train","X0","brain","99.",18,"15",47800000,47900000,"train","X0","brain","99.",19,"15",46200000,46300000,"train","X0","brain","99.",20,"15",46900000,4.7e+07,"train","X0","brain","99.",21,"15",49600000,49700000,"train","X0","brain","99.",22,"15",44700000,44800000,"train","X0","brain","99.",23,"15",44700000,44800000,"train","X0","brain","99.",24,"15",5.1e+07,51100000,"train","X0","brain","99.",25,"15",44200000,44300000,"train","X0","brain","99.",26,"15",47200000,47300000,"train","X0","brain","99.",27,"15",45400000,45500000,"train","X0","brain","99.",28,"15",44300000,44400000,"train","X0","brain","99.",29,"15",47500000,47600000,"train","X0","brain","99.",30
"493","15",47600000,47700000,"train","X0","brain","99.",1,"15",46200000,46300000,"train","X0","brain","99.",2,"15",45900000,4.6e+07,"train","X0","brain","99.",3,"15",47700000,47800000,"train","X0","brain","99.",4,"15",45200000,45300000,"train","X0","brain","99.",5,"15",50300000,50400000,"train","X0","brain","99.",6,"15",46900000,4.7e+07,"train","X0","brain","99.",7,"15",46200000,46300000,"train","X0","brain","99.",8,"15",4.6e+07,46100000,"train","X0","brain","99.",9,"15",53400000,53500000,"train","X0","brain","99.",10,"15",4.6e+07,46100000,"train","X0","brain","99.",11,"15",47600000,47700000,"train","X0","brain","99.",12,"15",47700000,47800000,"train","X0","brain","99.",13,"15",45600000,45700000,"train","X0","brain","99.",14,"15",44200000,44300000,"train","X0","brain","99.",15,"15",45200000,45300000,"train","X0","brain","99.",16,"15",48200000,48300000,"train","X0","brain","99.",17,"15",48500000,48600000,"train","X0","brain","99.",18,"15",48500000,48600000,"train","X0","brain","99.",19,"15",46900000,4.7e+07,"train","X0","brain","99.",20,"15",47200000,47300000,"train","X0","brain","99.",21,"15",49800000,49900000,"train","X0","brain","99.",22,"15",45100000,45200000,"train","X0","brain","99.",23,"15",45100000,45200000,"train","X0","brain","99.",24,"15",51100000,51200000,"train","X0","brain","99.",25,"15",44300000,44400000,"train","X0","brain","99.",26,"15",47500000,47600000,"train","X0","brain","99.",27,"15",45500000,45600000,"train","X0","brain","99.",28,"15",44500000,44600000,"train","X0","brain","99.",29,"15",47600000,47700000,"train","X0","brain","99.",30
"495","15",47800000,47900000,"train","X0","brain","99.",1,"15",46900000,4.7e+07,"train","X0","brain","99.",2,"15",4.6e+07,46100000,"train","X0","brain","99.",3,"15",47800000,47900000,"train","X0","brain","99.",4,"15",45400000,45500000,"train","X0","brain","99.",5,"15",50700000,50800000,"train","X0","brain","99.",6,"15",47200000,47300000,"train","X0","brain","99.",7,"15",46900000,4.7e+07,"train","X0","brain","99.",8,"15",46200000,46300000,"train","X0","brain","99.",9,"15",53600000,53700000,"train","X0","brain","99.",10,"15",46900000,4.7e+07,"train","X0","brain","99.",11,"15",47700000,47800000,"train","X0","brain","99.",12,"15",47800000,47900000,"train","X0","brain","99.",13,"15",45900000,4.6e+07,"train","X0","brain","99.",14,"15",45100000,45200000,"train","X0","brain","99.",15,"15",45400000,45500000,"train","X0","brain","99.",16,"15",48500000,48600000,"train","X0","brain","99.",17,"15",49100000,49200000,"train","X0","brain","99.",18,"15",49100000,49200000,"train","X0","brain","99.",19,"15",47500000,47600000,"train","X0","brain","99.",20,"15",47600000,47700000,"train","X0","brain","99.",21,"15",50100000,50200000,"train","X0","brain","99.",22,"15",45400000,45500000,"train","X0","brain","99.",23,"15",45200000,45300000,"train","X0","brain","99.",24,"15",51300000,51400000,"train","X0","brain","99.",25,"15",44500000,44600000,"train","X0","brain","99.",26,"15",47600000,47700000,"train","X0","brain","99.",27,"15",45600000,45700000,"train","X0","brain","99.",28,"15",45100000,45200000,"train","X0","brain","99.",29,"15",47700000,47800000,"train","X0","brain","99.",30
"496","15",48200000,48300000,"train","X0","brain","99.",1,"15",47500000,47600000,"train","X0","brain","99.",2,"15",46200000,46300000,"train","X0","brain","99.",3,"15",48500000,48600000,"train","X0","brain","99.",4,"15",45600000,45700000,"train","X0","brain","99.",5,"15",50800000,50900000,"train","X0","brain","99.",6,"15",47500000,47600000,"train","X0","brain","99.",7,"15",47200000,47300000,"train","X0","brain","99.",8,"15",46900000,4.7e+07,"train","X0","brain","99.",9,"15",53900000,5.4e+07,"train","X0","brain","99.",10,"15",47200000,47300000,"train","X0","brain","99.",11,"15",47800000,47900000,"train","X0","brain","99.",12,"15",48200000,48300000,"train","X0","brain","99.",13,"15",4.6e+07,46100000,"train","X0","brain","99.",14,"15",45200000,45300000,"train","X0","brain","99.",15,"15",45500000,45600000,"train","X0","brain","99.",16,"15",50100000,50200000,"train","X0","brain","99.",17,"15",49600000,49700000,"train","X0","brain","99.",18,"15",49600000,49700000,"train","X0","brain","99.",19,"15",47600000,47700000,"train","X0","brain","99.",20,"15",47700000,47800000,"train","X0","brain","99.",21,"15",50700000,50800000,"train","X0","brain","99.",22,"15",45500000,45600000,"train","X0","brain","99.",23,"15",45500000,45600000,"train","X0","brain","99.",24,"15",51700000,51800000,"train","X0","brain","99.",25,"15",45100000,45200000,"train","X0","brain","99.",26,"15",47700000,47800000,"train","X0","brain","99.",27,"15",45900000,4.6e+07,"train","X0","brain","99.",28,"15",45200000,45300000,"train","X0","brain","99.",29,"15",48200000,48300000,"train","X0","brain","99.",30
"497","15",48500000,48600000,"train","X0","brain","99.",1,"15",47600000,47700000,"train","X0","brain","99.",2,"15",47600000,47700000,"train","X0","brain","99.",3,"15",49100000,49200000,"train","X0","brain","99.",4,"15",45900000,4.6e+07,"train","X0","brain","99.",5,"15",50900000,5.1e+07,"train","X0","brain","99.",6,"15",47600000,47700000,"train","X0","brain","99.",7,"15",47500000,47600000,"train","X0","brain","99.",8,"15",47700000,47800000,"train","X0","brain","99.",9,"15",54200000,54300000,"train","X0","brain","99.",10,"15",47600000,47700000,"train","X0","brain","99.",11,"15",48200000,48300000,"train","X0","brain","99.",12,"15",49100000,49200000,"train","X0","brain","99.",13,"15",47200000,47300000,"train","X0","brain","99.",14,"15",45400000,45500000,"train","X0","brain","99.",15,"15",46200000,46300000,"train","X0","brain","99.",16,"15",50800000,50900000,"train","X0","brain","99.",17,"15",49800000,49900000,"train","X0","brain","99.",18,"15",50100000,50200000,"train","X0","brain","99.",19,"15",48200000,48300000,"train","X0","brain","99.",20,"15",47800000,47900000,"train","X0","brain","99.",21,"15",50800000,50900000,"train","X0","brain","99.",22,"15",45900000,4.6e+07,"train","X0","brain","99.",23,"15",45900000,4.6e+07,"train","X0","brain","99.",24,"15",54400000,54500000,"train","X0","brain","99.",25,"15",45200000,45300000,"train","X0","brain","99.",26,"15",47800000,47900000,"train","X0","brain","99.",27,"15",4.6e+07,46100000,"train","X0","brain","99.",28,"15",45400000,45500000,"train","X0","brain","99.",29,"15",48500000,48600000,"train","X0","brain","99.",30
"498","15",49100000,49200000,"train","X0","brain","99.",1,"15",47700000,47800000,"train","X0","brain","99.",2,"15",47700000,47800000,"train","X0","brain","99.",3,"15",49600000,49700000,"train","X0","brain","99.",4,"15",4.6e+07,46100000,"train","X0","brain","99.",5,"15",51100000,51200000,"train","X0","brain","99.",6,"15",47700000,47800000,"train","X0","brain","99.",7,"15",47600000,47700000,"train","X0","brain","99.",8,"15",48200000,48300000,"train","X0","brain","99.",9,"15",54400000,54500000,"train","X0","brain","99.",10,"15",47800000,47900000,"train","X0","brain","99.",11,"15",48500000,48600000,"train","X0","brain","99.",12,"15",49600000,49700000,"train","X0","brain","99.",13,"15",47600000,47700000,"train","X0","brain","99.",14,"15",45600000,45700000,"train","X0","brain","99.",15,"15",46900000,4.7e+07,"train","X0","brain","99.",16,"15",5.1e+07,51100000,"train","X0","brain","99.",17,"15",50100000,50200000,"train","X0","brain","99.",18,"15",50300000,50400000,"train","X0","brain","99.",19,"15",48500000,48600000,"train","X0","brain","99.",20,"15",48200000,48300000,"train","X0","brain","99.",21,"15",50900000,5.1e+07,"train","X0","brain","99.",22,"15",4.6e+07,46100000,"train","X0","brain","99.",23,"15",46900000,4.7e+07,"train","X0","brain","99.",24,"15",5.5e+07,55100000,"train","X0","brain","99.",25,"15",45400000,45500000,"train","X0","brain","99.",26,"15",48200000,48300000,"train","X0","brain","99.",27,"15",46200000,46300000,"train","X0","brain","99.",28,"15",45500000,45600000,"train","X0","brain","99.",29,"15",49100000,49200000,"train","X0","brain","99.",30
"499","15",49600000,49700000,"train","X0","brain","99.",1,"15",47800000,47900000,"train","X0","brain","99.",2,"15",47800000,47900000,"train","X0","brain","99.",3,"15",49800000,49900000,"train","X0","brain","99.",4,"15",46200000,46300000,"train","X0","brain","99.",5,"15",51300000,51400000,"train","X0","brain","99.",6,"15",47800000,47900000,"train","X0","brain","99.",7,"15",47700000,47800000,"train","X0","brain","99.",8,"15",48500000,48600000,"train","X0","brain","99.",9,"15",5.5e+07,55100000,"train","X0","brain","99.",10,"15",48200000,48300000,"train","X0","brain","99.",11,"15",49100000,49200000,"train","X0","brain","99.",12,"15",49800000,49900000,"train","X0","brain","99.",13,"15",47800000,47900000,"train","X0","brain","99.",14,"15",45900000,4.6e+07,"train","X0","brain","99.",15,"15",47500000,47600000,"train","X0","brain","99.",16,"15",51100000,51200000,"train","X0","brain","99.",17,"15",50700000,50800000,"train","X0","brain","99.",18,"15",50700000,50800000,"train","X0","brain","99.",19,"15",49100000,49200000,"train","X0","brain","99.",20,"15",49800000,49900000,"train","X0","brain","99.",21,"15",51100000,51200000,"train","X0","brain","99.",22,"15",46200000,46300000,"train","X0","brain","99.",23,"15",47200000,47300000,"train","X0","brain","99.",24,"15",55100000,55200000,"train","X0","brain","99.",25,"15",45500000,45600000,"train","X0","brain","99.",26,"15",48500000,48600000,"train","X0","brain","99.",27,"15",46900000,4.7e+07,"train","X0","brain","99.",28,"15",45600000,45700000,"train","X0","brain","99.",29,"15",49600000,49700000,"train","X0","brain","99.",30
"500","15",49800000,49900000,"train","X0","brain","99.",1,"15",48200000,48300000,"train","X0","brain","99.",2,"15",48200000,48300000,"train","X0","brain","99.",3,"15",50100000,50200000,"train","X0","brain","99.",4,"15",46900000,4.7e+07,"train","X0","brain","99.",5,"15",51400000,51500000,"train","X0","brain","99.",6,"15",48200000,48300000,"train","X0","brain","99.",7,"15",48200000,48300000,"train","X0","brain","99.",8,"15",49100000,49200000,"train","X0","brain","99.",9,"15",55100000,55200000,"train","X0","brain","99.",10,"15",48500000,48600000,"train","X0","brain","99.",11,"15",49600000,49700000,"train","X0","brain","99.",12,"15",50100000,50200000,"train","X0","brain","99.",13,"15",48200000,48300000,"train","X0","brain","99.",14,"15",46200000,46300000,"train","X0","brain","99.",15,"15",47600000,47700000,"train","X0","brain","99.",16,"15",51300000,51400000,"train","X0","brain","99.",17,"15",50800000,50900000,"train","X0","brain","99.",18,"15",50800000,50900000,"train","X0","brain","99.",19,"15",49600000,49700000,"train","X0","brain","99.",20,"15",50100000,50200000,"train","X0","brain","99.",21,"15",51300000,51400000,"train","X0","brain","99.",22,"15",46900000,4.7e+07,"train","X0","brain","99.",23,"15",47500000,47600000,"train","X0","brain","99.",24,"15",55200000,55300000,"train","X0","brain","99.",25,"15",45600000,45700000,"train","X0","brain","99.",26,"15",49100000,49200000,"train","X0","brain","99.",27,"15",47500000,47600000,"train","X0","brain","99.",28,"15",4.6e+07,46100000,"train","X0","brain","99.",29,"15",49800000,49900000,"train","X0","brain","99.",30
"501","15",50100000,50200000,"train","X0","brain","99.",1,"15",48500000,48600000,"train","X0","brain","99.",2,"15",48500000,48600000,"train","X0","brain","99.",3,"15",50300000,50400000,"train","X0","brain","99.",4,"15",47200000,47300000,"train","X0","brain","99.",5,"15",51700000,51800000,"train","X0","brain","99.",6,"15",49100000,49200000,"train","X0","brain","99.",7,"15",48500000,48600000,"train","X0","brain","99.",8,"15",49600000,49700000,"train","X0","brain","99.",9,"15",55200000,55300000,"train","X0","brain","99.",10,"15",49600000,49700000,"train","X0","brain","99.",11,"15",50100000,50200000,"train","X0","brain","99.",12,"15",50300000,50400000,"train","X0","brain","99.",13,"15",48500000,48600000,"train","X0","brain","99.",14,"15",46900000,4.7e+07,"train","X0","brain","99.",15,"15",48200000,48300000,"train","X0","brain","99.",16,"15",51400000,51500000,"train","X0","brain","99.",17,"15",5.1e+07,51100000,"train","X0","brain","99.",18,"15",51100000,51200000,"train","X0","brain","99.",19,"15",49800000,49900000,"train","X0","brain","99.",20,"15",50300000,50400000,"train","X0","brain","99.",21,"15",51400000,51500000,"train","X0","brain","99.",22,"15",47200000,47300000,"train","X0","brain","99.",23,"15",48500000,48600000,"train","X0","brain","99.",24,"15",55500000,55600000,"train","X0","brain","99.",25,"15",4.6e+07,46100000,"train","X0","brain","99.",26,"15",49600000,49700000,"train","X0","brain","99.",27,"15",47600000,47700000,"train","X0","brain","99.",28,"15",46900000,4.7e+07,"train","X0","brain","99.",29,"15",50100000,50200000,"train","X0","brain","99.",30
"502","15",50300000,50400000,"train","X0","brain","99.",1,"15",49100000,49200000,"train","X0","brain","99.",2,"15",49100000,49200000,"train","X0","brain","99.",3,"15",50700000,50800000,"train","X0","brain","99.",4,"15",47600000,47700000,"train","X0","brain","99.",5,"15",52300000,52400000,"train","X0","brain","99.",6,"15",49600000,49700000,"train","X0","brain","99.",7,"15",49100000,49200000,"train","X0","brain","99.",8,"15",49800000,49900000,"train","X0","brain","99.",9,"15",55500000,55600000,"train","X0","brain","99.",10,"15",49800000,49900000,"train","X0","brain","99.",11,"15",50300000,50400000,"train","X0","brain","99.",12,"15",50700000,50800000,"train","X0","brain","99.",13,"15",49600000,49700000,"train","X0","brain","99.",14,"15",47200000,47300000,"train","X0","brain","99.",15,"15",49600000,49700000,"train","X0","brain","99.",16,"15",52300000,52400000,"train","X0","brain","99.",17,"15",51100000,51200000,"train","X0","brain","99.",18,"15",51300000,51400000,"train","X0","brain","99.",19,"15",50100000,50200000,"train","X0","brain","99.",20,"15",50700000,50800000,"train","X0","brain","99.",21,"15",52300000,52400000,"train","X0","brain","99.",22,"15",47600000,47700000,"train","X0","brain","99.",23,"15",49600000,49700000,"train","X0","brain","99.",24,"15",56400000,56500000,"train","X0","brain","99.",25,"15",46200000,46300000,"train","X0","brain","99.",26,"15",49800000,49900000,"train","X0","brain","99.",27,"15",47800000,47900000,"train","X0","brain","99.",28,"15",47200000,47300000,"train","X0","brain","99.",29,"15",50700000,50800000,"train","X0","brain","99.",30
"503","15",50700000,50800000,"train","X0","brain","99.",1,"15",49800000,49900000,"train","X0","brain","99.",2,"15",49600000,49700000,"train","X0","brain","99.",3,"15",5.1e+07,51100000,"train","X0","brain","99.",4,"15",47800000,47900000,"train","X0","brain","99.",5,"15",52400000,52500000,"train","X0","brain","99.",6,"15",50100000,50200000,"train","X0","brain","99.",7,"15",49600000,49700000,"train","X0","brain","99.",8,"15",50100000,50200000,"train","X0","brain","99.",9,"15",56300000,56400000,"train","X0","brain","99.",10,"15",50300000,50400000,"train","X0","brain","99.",11,"15",50700000,50800000,"train","X0","brain","99.",12,"15",50800000,50900000,"train","X0","brain","99.",13,"15",49800000,49900000,"train","X0","brain","99.",14,"15",47500000,47600000,"train","X0","brain","99.",15,"15",49800000,49900000,"train","X0","brain","99.",16,"15",53400000,53500000,"train","X0","brain","99.",17,"15",51300000,51400000,"train","X0","brain","99.",18,"15",51400000,51500000,"train","X0","brain","99.",19,"15",50900000,5.1e+07,"train","X0","brain","99.",20,"15",50900000,5.1e+07,"train","X0","brain","99.",21,"15",52400000,52500000,"train","X0","brain","99.",22,"15",47700000,47800000,"train","X0","brain","99.",23,"15",50700000,50800000,"train","X0","brain","99.",24,"15",56700000,56800000,"train","X0","brain","99.",25,"15",47500000,47600000,"train","X0","brain","99.",26,"15",50100000,50200000,"train","X0","brain","99.",27,"15",48200000,48300000,"train","X0","brain","99.",28,"15",47500000,47600000,"train","X0","brain","99.",29,"15",50800000,50900000,"train","X0","brain","99.",30
